comment,labeling
고개 뻣뻣하게 쳐드는 사진이 아직도 잊혀지지가 않는다.,1
ㅋㅋㅋㅋㅋ 자기자신은 손해보지 않는 개혁안만 넘쳐나네... 진짜.. 이번 선거는 누가 나올지는 모르겠지만 기호 8번이나 9번찍을란다,1
니가 불출마 하면서 이딴소리 하면 존경해줄께,1
역시 손꼽히는 ㄸㄹㅇ 답노 인지부조화가 자유당서도 남다르노?,0
G룰하네. 초재선이 503호년한테 공천받은 탄핵세력인데 지들은 쏙빼네,0
자긴 재선이라 3선부터 기준을 정하네 ᆢ설득력이 이렇게 없을수도 있나,1
지가 뭔데 ㅋ,1
너는 ?????,1
본인 자리가 없을까봐 걱정인가보네 ㅋㅋ,1
니부터나가라!!!!친박은 이제는없어져야할시간........,1
으이구 경상도분들 정신좀 차리셔요,1
자한당을 지적할꺼면 하지 왜 민주당을 엮냐? 허기자 기레기인건 익히 알지만 참,1
이나라는 판사모독죄가 살인 암매장한것보다 더 무거운 처벌 받는 나라입니다.,1
판사님 기분 거슬리게하면 껌하나 훔친 초범이어도 징역30년 받것소 ㄷㄷㄷㄷ 지애1비가 딸 몇년씩 강1간해도 술먹어서 외로워서 그랫다고 판사앞에서 질질짜며 반성한다고하면 징역1년6개월에 집행유예 1년도 나오더만 ㄷㄷ 법은 왜 존재함?? 판사님들 ㄸㄲ만 잘빨면 살1인 강1간해도 집행유예로 겨나오는데 ㅋㅋㅋㅋㅋ,0
어떠한 경우에도 살인은 중죄입니다.시비가 붙었다고..상대가 잘못을 했다고해서살인을 저지르는건 어떠한경우에도 옹호되어선 안됍니다.다만..개만도 못하는 사회암적 존재들에게심신미약이라는둥..감형해주는 판사새끼는분명문제가 심각합니다,1
지금까지 사형당해도 괜찮다고 말한 살인피의자가 한명이라도 있었던가???,1
"피고인들이~~법정에서 매일 머리 숙이는 것을 보다가 정면으로 쳐다 보면서 할말을 했는데,,,기분 나빴니~~",1
"누구의 거짓말이든 권혁수의 대응이 잘못되었다. 지 방송에 출연한 출연자가 실수를 했으면 자기가 어느정도 품고 가는게 맞는데, 그냥 손절 해버리는 모습 보면 알만하지 않나?",1
"쉘리는 원래 브라탑만 있는 프리한 컨셉이라 권혁수 방송에 나가는 거니 의상 물어본거 같은데. 문제는 권혁수 측이 거짓말을 했다는 거네. 같이 협의한 건데 , 논란이 되니 쉘리가 그랬고 본인들은 그런적 없다고 한 건 거짓말이지. 같이 사과문 올렸으면 될걸, 엄한 쉘리만 혼자 희생다했잖수. 나같아도 홧병나서 결국 얘기한다.. 남때문에 내가 굳이 희생할 필욘 없죠. 솔직한게 세상 최고에요.",1
구도쉘리가 시원한 말투에 저 브라탑 입고 한국 시청자들한테 인기 많이 얻었으니까 권혁수는 저 의상이 문제될 거 없을거라 생각한 거 같은데? 둘 다 이렇게까지 대차게 까일 정도는 아니라 봄 애초에 구도쉘리가 브라탑 입고 방송하겠다니까 거기에 재미를 더 하려고 티를 입었다 벗으라고 했던게 무리수가 있어보이긴 하지만 재미를 더 하려고 연출한걸로 이렇게까지 나락까지 보낼 일은 아닌듯,1
너도 다른댓글보니 기자들 1차가해 했네. 누가 누구보고 뭐라하는지 원^^,1
어쩌라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쿵쾅쿵쾅꾸웨웩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
어쨋든 1억달러 넘을 것 같다 경쟁팀 많아서,1
저건 국제적 압력 넣어라 맨날 미국 중국 일본한테 쳐 맞기만 하고 우리도 압력좀 넣어라,1
아주 지들끼리 지랄들을해요ㅋㅋㅋㅋ남자들 몬스터엑스 아무 관심도 없는데 옹호하긴 뭘 옹호해 ㅁㅊ쓰레기같은 한년들아ㅋㅋ,0
Zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 3000만원 은행에 넣어놓고 6년 만에 예금이자 혹은 적금 500만원 주는 데 있으면 나도 좀 가르쳐줘...재테크 좀 제대로 해볼랑께 ㅎ,1
이자나 따지고 있고..이러니 개 돼지라는 소리나 듣고 앉아있지,0
대마도 대마지만 지 친구 물건 훔쳐서 중고나라에 판건..정말 질 안좋은 쌩양아치..그지같은..,0
기획사가 다같이 죽기보단 한명만 팽하는거 택한거같은데 한명만 말고 다같이 죽어보자는 몬베베ㅋㅋㅋㅋ 진짜 너무 재밌닼ㅋㅋㅋㅋ 정말로 뭐가 더 어마어마한게 터질게 남아서 혹은 타멤도 감추고 있는거 있는데 셔누처럼 터질까봐 꼬리라도 자른거란 생각은 안해봣니 몬베베들앜ㅋㅋ 난 그냥 쟤네 저러다가 한서희가 더 풀었음 좋겠다 정신차리라공,1
이러니 ㅈㄷㄹㄱ같은 애들도 떳떳하게 잘 나오는거짘ㅋㅋㅋㅋㅋ빠순이가 뭔짓을해도 우리오빠는.아니얌!!!!!!! 믿어요!!!!! 하면서 즙짜내니깐ㅋㅋㅋㅋ,0
유부년인거알고 진작에연락끊었으니 그건상관없음 이제 불륜이라는 꼬리표를때야지 애초에 기레기들이 제목 자극적으로뽑은것도한몫함 그리고 유부녀인거 알고만난거랑 모르고만난거랑 천지차이지 월드투어도는애가 결혼한걸어케알아 투어다니느라 연락이 뜸할텐데ㅋㅋ모를리없다는건 일반인이나 일없는연예인이고 상식적으로생각해봐 미쳤다고 월드투어도는 인기아이돌이 유부년만나냐 그냥 연애해도 타격이 큰데 그냥 재수없게운이 나쁜거지이경우는 사기당하는사람들은 알고당해? 속이니깐 당하지 결혼전에 만났으면 속이고도남아 그만 모함해라ㅉㅉ셔누도 남편새킈도 피해자임 ㅉㅉ,1
"쟤들은 이제 어차피 좆망각인데 마약한 애들, 베컴 기다리게하고 사과 한 번 안한 애들 아직도 빨아 제끼는 와이지 빠순이년들이 더 문제지",0
시fire년들 많내,0
이래서 빠순이들이 무서운거다. 옳고그름 판단 자체가 안되거든..,0
쟤 저지른 특수절도란게 길 지나다가 동전 있길래 주워서 주머니에 쓱 넣는 정도가 아니라 흉기처럼 남을 상해입힐수있는 무기를 무장하고 계획하에 남의 집 유리창 깨고 침입해서 상해입히고 재산 훔친 수준이어야지 됨. 한마디로 싸이코패스 새끼가 아이돌 된거임 ㅜㅜ 소년원도 갔다던데 왠만한 짓해선 거기 못간다. 보통 보호감찰로 끝나지 소년원간거는 ㄹㅇ 걍..ㅋㅋㅋㅋ 더이상 말하지 않겠음^^,0
팬들이 안쓰럽긴 하지만 ㅡㅡ 아닌건 아닌거다 ㅜㅠ,0
특수절도면.. 일반 절도가 아니라 야밤에 흉기들고 가게털거나 해야 특수’ 절도라는 말 붙지 않나요?,1
한녀들 진짜 별 것도 아닌 걸로 틱틱거리네ㅋㅋㅋ,0
이집 갑질에 허세 재벌인줄 안다고함 ㅋㅋ 학력위조까지햇엇구나 ㅋㅋ 댓글들이 장난아니네 일반인기사화 하지말아요,1
청소년 여러분 잘 보세요~ 결국 이거예요.학창시절 어떻게 살았느냐에 인생이 달렸습니다. 개차반 일진놀이로 즐겁죠? 제일 잘 나갈 때 부메랑이 되어 날아 올겁니다.,1
훈수충 틀딱들 극혐이네 ㅋ 이런 훈수충 틀딱특) 학창시절 찐이었음 ;,0
용식이 엄마 젊었을때 연기하신분 연기 너무 잘하심,1
동백모녀 행복한 결말 보고싶네요 엄마는 죽지말았으면...,1
"g,랄 하 네 수 구 꼴 통 사 이 비 광 신 도 일 베 들 ㅋㅋㅋㅋㅋ",0
니들당은 어쩜그리도 하나같이 멀쩡한 인간들이 없니??,1
죽탱이 한 대만 정통으로 갈겨 봤으면...,0
조국 털듯이 똑같이 좀 털어봐라.,1
와 진짜 이 개 ㅂ ㅅ ㅅ ㄲ 면상 쫌 올리지 마라,0
아니라고 난리치더만..비리당자한당이 뭘하든 이제 우습지도 않다..영화보다 더한일을 만드는게 자한당 특기니깐,1
당당하게 KT에 입사 했다고그렇게 떳떳하면 혀 깨물고 자살하면 인정 해준다쓰레기 자한당,0
아니떈 굴뚝에서 연기나나지가 뿌린거 거둘때가 된거지그렇게 처지를 바로 알고 행동을 좀심하지,1
추하다 성태야,1
비서관 말이 가관인데..? ㅎ 급했구나 성태..,1
진짜 뭐든 열심히해서 호감일 수 밖에..,1
이 커플이 소속사 허락받고 여행다닐 나이와 위친가?ㅋㅋ,1
정연아 생일축하해 행복한 생일보내,1
우리 백호 자랑스럽다 첫경기라고 안타 기대도 잘안했는데 역시 우리호 앞으로도 많이배우고 더 잘해져서 와,1
진짜 이런쉑들때문에 딸내미 키우기 무섭단거임 거세도 하고 다리몽댕이도 분지르자...,0
넌 누구냐..호루.쉑.갸...돈은있고....,0
방송봤는데 얼굴은 손예진처럼 예쁜데 손은 맥가이버.. 조명이며 공구다루는게 완전 매력 철철넘치고 진심 멋있기까지..팬 되버렸네요!! 경수진씨 이 기회에 제발 떴으면 좋겠다!!,1
존잼ㅋㅋㅋㅋ규현 은행부터 은지원 마늘뱉는거랑 송민호박ㅋㅋㅋㅋ신서유기때문에 일주일을 버틴다 ㅎ,1
이댓 저댓 짜집기 복사하는 ㄱㅐ지박령 ㄱㅐ한심 ㄱㅐ극혐 ㅉㅉㅉ,0
이샞끼 피씨방살인자가튼 놈이다. 정신병있고 집착증 ㅈㄴ심한샞끼다. 너 진짜 충고하는데 정신병원 꼭 가봐라 안가면 사람하나 찌른다,0
완전 최고의 힐링 예능ㅋㅋㅋㅋ. 다들 케미가 쩔고 하나같이 매력이 터지고 웃김ㅋㅋㅋㅋ.,0
뻔한 거짓말로 북한의 핵 미사일로 부터 안전하다는 말..ㅋㅋ,1
저뇬 상판 증말 지겹네 ㅅㅍ,0
이번 정부 관료들은 전부 왜이리 싸가지 없지,1
강기정 언젠가 부터 지가 대통령이야 ㅎㅎㅎㅎㅎ,1
"정의용, 노영민, 강기정 같은 ㄱㅐ1 8 빨갱ㅇㅣㅅㅐㄲㅣ들이 말하고 행동하는게 다 그따위지, 돼먹지 못한 말종들 상대하지마라",0
나경원 vs 이언주 우기기로 누가 이길까 ㅋㅋ,1
나경원이 이쁘니깐 거지들도 말한번 걸어볼려고 막달려드네,1
우엑 저런 늙은이를,1
돈 ㅈㄹ은 제일 많이 하는데 성적은...,0
매년듣던소리 지겹다,1
"장난 하냐 기레기야!! 작년 FA중 양의지, 최정, 이재원 이 오버페이다 무슨 '작년에도' 냐 !! 바보 멍청한 기레기 놈",0
핵보다 무서운게 해킹이라는 말이 언젠간 나올텐데,1
휴대폰 가지고 있었다는 사실에 인신매매보다 밀입국에 의심이... 불법 밀입국이었다면 애도뿐 아니라 비난도 하고싶네요.,1
한심한새ㅡ끼 ㅋㅋㅋ,0
개빻은 무쓸모 한국여자도 컨테이너실어가 부산항서 쪼까내자ㅅㅅ,0
얘들아 폰팔이애들 대부분이 고졸이거나전문대야 통수치려고할때 니들이 법조항드립만쳐도 걔들은 무지해서 통수못쳐,1
악플 요즘 선처없던데 먼저 쇠고랑 차실듯!!,1
논란되니 군대로 튄세끼ㅋ,0
눈이 고자냐?밑에서 찍는데 순바닥 안보일 재주있냐?ㅋㅋ흠잡을거 없으니별 개ㅅㄹ 다듣네,0
군대 도망간적 없으며 영장나와서 간거랍니다. 악플러 부들부들 그만하시고 특공대에서 멋지게 전역한 정용화에게 박수를 쳐주세요,1
ㅈㄹ,0
여기도 확실히 정상은 아니야...,1
개쌉에반데 ㅅㅂ,0
그리핀도 키움도 준우승감독 자르네,1
구단이 재계약을 포기한건데 왜 다들 잘랐다고 표현하냐 ㅋㅋㅋㅋ 키움 또 돈부족한가보지.,1
SK 1년만에 명투수코치 뺐겼네.... 이제 내리막길 시작하려나...,1
롤 역사상 최고의 피지컬이지만 커리어는 ㅋㅋㅋ,1
최악이다 깔끔하게 조작순위 다 밝히고 다 해체하고 이젠 오디션프로 하지마세요,1
ㄴ지랄하네 러버이 픎탄들이 다른걸그룹개까면서 아이즈원에서도 즈그 러블리즈빠 픎탄들이 좋아하는 김민주 김채원 올려치면서 장원영 김구라라고 욕하고 은비누나보고 틀딱이라 욕하고 트와이스 블랙핑크 레드벨벳 등등 다 욕하는곳인데 딱 야갤수준 시궁창인데 무슨 ㅋㅋㅋㅋㅋ 난 너희째문에 망블리즈 프로미스나인 김민주 김채원 악의 4천왕 증오한다,0
너희 일베충 걸게 야갤러들은 울림알바라며???,0
"멜론 음원 차트 조작도 좀 구속했으면...처음보는 듣보 가수가 맨날 술,이별 타령하며 뻔한 발라드로 차트 1위하는 꼴 그만보고 싶다",1
오늘밤 구치소는 너야너~~,1
"아니 투표가 문제가 아니라 첨부터 이상한 거에요. 특정 연습생 밀어주기, 각종 특혜도",1
Cj 계열사 레이블 소속 연습생들 의심이 안갈수 없네 그동안 시즌 다,1
해체해야함,1
안좃영 이새키는 아주 악질 새키여 ㅋㅋ 꼬리가 너무 길었어 프듀 원부터 전시즌 대국민 사기의 주역 중형으로 처벌해야 마땅하다,0
저 분이 당신들한테 피해를 주었나요? 금전적인 도움을 청했나요? 악성 댓글 남길 시간에 스스로에게 투자 해보세요,1
"비스는 개듣보, 개쩌리 집합소",0
존못돼지,0
이시퀴 그냥 관종인게야 ㅋㅋㅋ 관심받고싶어서 저딴말쓰고 누가 나한테 말좀걸어줘요 하고 애교부리는거라곸ㅋㅋ,0
두분 그냥 경찰서가서 싸우고 결과만 기사로 알면 안될까요? 이상하게 알고싶지않네..,1
이빠이 치장한건데 뭔 내츄럴 타령이야. 보석에 저런 드레스에..ㅋㅋ,1
너는 윤지오알바냐 빈신새갸ㅋㅋㅋㅋㅋㅋ,0
얼평하고 앉앗네ㅋㅋㅋ 그래봣자 님들은 임세령 발가락 때 수준ㅋㅋㅋ,1
어려서부터 클때까지 어찌 생겼는지 전국민이 다아는데..애비닮아 저러나...,0
"미국에서 대학 나왔다고 사기치고 변호사 라고 사기치다 걸려서 이혼당하고 쫓겨난 년이 이제는 한국넘들 등쳐먹으려고 한국에서 변호사라고 사기치네, 개돼지만도 못한년",0
"미국에서 대학 나왔다고 사기치고 변호사 라고 사기치다 걸려서 이혼당하고 쫓겨난 년/이 이제는 한국넘들 등쳐먹으려고 한국에서 변호사라고 사기치네, 개돼지만도 못한.년/아, 한국넘들이 그렇게 만만하게 보이냐 ? 니가 진짜 미국 변호사라면 한국에 기어들어가서 비굴하게 사기치면서 사니 ? 니애/비 서세원이가 몹씨도 불쌍하다,ㅎㅎ",0
많이 불안정한 모습이에요. 빨리 안정되시길,1
생각이 걸레네 자식새끼 ㄱ같이 키운 니 아빠나 신경써라,0
참 인간도아닌것들그저 악플다느라애쓴다구혜선이 뭐가정신이나갔니?니들정신이나챙겨부모까지욕하는인간말종들,1
얘도 가만보면 갈수록 관종짓을.....;;,1
에휴... 이런병은 약도없는데...,1
누나 사랑해요,1
어짜피 피디도 구속된 마당에 엑스원이 계속 이대로 가는게 의미가 있을까요 상황이 더 안좋아질텐데 우리 원잇이 대책을 좀 세워야하지 않을까요 원잇들도 의견이 다 갈려서ㅜ어떻게 해야할지 막막하긴 하네요 그치만 이대로는 진짜 안될것 같아요,1
대한민국이 케이팝을 스스로 무너트리고 있다,1
"??? 아니 도대체 이새기는 뭘 안다고 짓거리냐? 9살때 한국으로 다시 왔는데 11살에 역사교육을 받는지 안받는지 무슨 근거로 확신하는데?내가 독일에서 10년째 살고 있음 ㅇㅇ 3살부터 15살까지 나치 교육 받는다 ㅋ 왜 자신들의 국가가 반성해야하는지 교육한다. 그리고 15살부터 본격으로 깊게 독일 역사에대해 교육한다그리고 외국인, 이민자, 난민 출신들이 독일에서 학교 다니려면 독일 역사 시험 공부후에 입학시험본다",0
노조 없는 삼성 응원합니다~ 노조하고 싶으면 삼성퇴사하고 노조 있는 회사 가라.,1
노조들이 회사 말아먹는건 어떻게 할건데? 자금도 아이디어도 욕망도 없는 월급쟁이들이 그냥 엄청난 완장 찬것처럼 노조쟁이짓하는것 보면 대체 누가 주인인지 몰것다,1
노조없이도 최고의 성과를 내는 삼성에 꼭 노조를 만들어야 하는가?,1
노조가 대한민국에선 정치인이냐? 정치를 하게! 뭔가 많이 고장난 나라다!,1
삼성에 노조 허용 했었어 봐라. TV나 만들고 말았겠지! 노조 있는데 보다 월급도 훨씬 많이 주잖아? 뭐가 문제야?,1
실형은 어리석은 판결입니다. 멍청하게 곡 따라 해석하지 말고 지혜있는 노래를 불러라.,1
노조들이 회사 말아먹는건 어떻게 할건데? 자금도 아이디어도 욕망도 없는 월급쟁이들이 그냥 엄청난 완장 찬것처럼 노조쟁이짓하는것 보면 대체 누가 주인인지 몰것다,1
자유대한민국을 노저 없는 나라로 만듭시다.~!!!정치는 삼성 경제에 발꼬락 때만도 못하다.,1
상을 줘야지 망해가는 현대를 봐라,1
"문정부가 태생이 노조가 촛불집회로 만들었고, 앞으로도 써먹어야되니.. 노조가 왕이지",1
노조가 없기에 삼성이 잘나갔다.,1
삼성 엘지 현대 깔끔한기업 누구고?,1
외제차 대비 가성비 최고다,1
진짜 정치가뭔지도모르는인간들대핫민국 미래가 암흑하다 진찌 구역질나는 정치인들 티브이에 아나왔으면 좋겠다,1
맞는 말씀입니다.....부디 이나라를 ㅈㅃ에서 벗어나 자유대한민국을 만들어 주세요....!,0
육사를 선택했던 사람들은 어떤 부류일까?,1
저런 인간을 섭외한다는 발상이 ㅜㅜ,1
저거 얼굴 자세히 봐라 독종처럼 상겼다 생긴대로 논다더니 ㅋㅋㅋㅋㅋ,0
"맞는 말씀... 좌빨, 주사파 모두 삼청교육대 보내서 정신세계부터 깨끗이 청소시켜야 한다. 아님 북으로 보내던지~~~~~~",0
"황당은 개뿔..요즘 삼청교육대 필요하지 않나?그냥 깜빵에만 쳐박혀있는 유영철,조두순,고유정 같은악질 살인자들,미성년자 성폭행범들,사회질서 파괴사키는 놈들..",0
"구제불능.꼴통, 철면피, 왕싸가지 . 잘못된 개독 동질 스타일",0
마누라나 집구석 관리부터해라!!!,1
원래 인성이 인간이 아니였던 것이라 인간 되기를 거부하네 공관 갑질 잊지말자,1
인사참사 인사참사 하더니 니들은 인사 참담이네 ㅋㅋㅋㅋㅋㅋ,1
이완용 욕하지마라. 이완용은 돈이라도 받고 팔아먹었다....돈주고 팔아 먹는 세끼들....,0
거지들 할인해준다고 냉큼사냐 국적 바꿔라,0
아무리 강제적인 불매는 아니라고해도..싸게 해주니 불매운동이고 뭐고 없네. 한국사람들 좀 부끄럽다.,1
일본은 한국차가 얼마나 있는지 생각좀 해보고 사시길~~ 자발적 선택이긴허나 자존심을 지켜주시길 바래봅니다.,1
현대기아차 쌍용차야 이때다. 언능 너네도 세일해라. 일본기업보다 더싸게 니네 브랜드 이미지 상승 충분히 가능한 건수다. 국민들도 싸게사고 얼마나 좋냐,1
얘네 우리차 거의 안사 바보짓그만,1
싸게 줘도 일본 맥주 안마시는거센 불매운동으로 한국서 영구 퇴출시키는게 답이다...,1
뭐지? 판매시작한 편의점 어디죠? 불매해야겠네,1
공짜로 줘고 안먹는다.,1
광고 쟁이 기레기,0
"차 많이 타봤지만, 현기차가 젤 좋음. 미국차가 젤 안좋음.",1
"서민층의 꿈,,그랜저,,,,",1
습관적으로 현기차 조롱하는 사람들이 있는데 그랜저 좋은 차다. 아내 차가 그랜저 HG 하이브리드인데 하이브리드 치고는 연비에 다소 아쉬움이 있지만 승차감이 동급 수입차보다 좋다. 충분히 만족할 만한 차인데 이제 디자인도 업그레이드 됐으니 좀 인정해 주자.,1
사이비교주에게는 매가 답이다. 징역형과 함께 곤장으로 매우 쳐 줬으면 한다.,0
이 아줌마는 주리를 틀어야한다,0
수백명의 인생을 망친 악마한테 달랑 7년 구속이라고 판결내린 판사을 정신감정 의뢰.하자.,1
"양심이 있으면 니가 한말에 책임이나 지고나서 지껄여라.조국일가 수사는 검찰이 잘못한거고,정경심은 억울하다며?법원에서 구속영장 발부하고,조국동생도 구속되었으면 니가 한말에 책임지고 반성하는 모습을 보여야지.니가 제1의 윤지오냐?",1
괜히 이혼을 세번했겠어? 타고난 트롤러ㅎ,0
기자씨 이런 여자 기사 그만 올리세요 짜증나요.,1
내가 왕이 될 상인가. 아니요. 여왕의 첩이 될 상이옵니다.,1
그래서 10억넘는데 어쩌라고,1
10억짜리 보석했어도 미안하지만 그냥 아줌마로 보임,1
있는넘들의 세계,1
아이도 칭얼대고 남편은 담배 피고 올라온다고 자리를 비웠는데 음료 쟁반도 들고 있고 정신이 없었다 -> 이게 이유가 되냐....퇴근하고 친구랑 커피 한잔하던 옆사람이 왜 당연히 네 불편한건 해결해줘야 하는거냐??,1
ㅋㅋㅋ 자기가 봉사한다는 생각으로 하면 되지 ㅋㅋㅋ 퇴근한 직원한테 뭐래 ㅋㅋㅋㅋ,1
"난 이하늬 매력있어서 좋음!. 최근 연기도 잘하고, 맡은 배역 소화도 잘 하는것 같고..화이팅 하세요~",1
이 누나 진짜 다 좋은데 문희상 조카라는 사실은 함정.,1
지자체의 국민세금 축내는 천태만상 축제도 정리좀 합시다~,1
서울시 폐타이어 조형물은 왜빼?,1
혈세낭비.책임지는 사람없고 돈번 사람만.,1
한국 같이 미적 감각 떨어지는 나라가 무슨 놈의 조형물이냐 ㅉㅉ 두번 다시 만들 생각하지 말아라,1
강기정한테 당하고 분해서 밤새 이불키하는라 잠못자고 홧병났구만.,1
설사병났나보네 저년,0
배달대행 요즘 월500은 그냥번다는데 나도좀해볼까,1
거리의 무법자들... 하 노동자들을 무시하는 것은 아니지만 너희가 법의 보호를 받아야 된다면 시민들의 안전을 우선시해서 제발 좀 안전운행 좀 하자. 벌레같은 것들아,0
좃토바이 타고 도로에서 ㅈㅣ라ㄹ좀 ㄴㄴ,0
보는 눈이 많아서 도망을 못갔단 얘기네... 후진넘,1
쥐똥 닭똥들이 어딜가나 설치네ㆍ뉴스마다,0
핵무기 많이 만드시라고 동포인 우리가 도와야한다는거네요 옛날에도 거의 망해갈 때 돈 퍼주어서 도와주었죠 아주 인도적이고 감동이네요 조만간 북에서 고맙다고 핵무기 쏴주면 불꽃 휘날리며 축제가 열리겠네요 미리 축하요,1
가서 총맞으면 누가책임지노?? 우리국민도 못챙긴주제에,1
다시는 왜국과 타협하지마라,1
잘됬네 쪽바리 물건 수입 하지마라그리고 일제 차 옷 사는 쉐끼들 세우조사 해라,0
댓글중에 대한민국이 죽고 들어가야 한다는거 많았지 근데 일본은 이런식이잖아 그래서 다수가 일본한테 굽히지 말라고 한거다 제발 일본이란 나라를 잘 생각해봐라 근성은 안바뀐다,1
불화수소 일본업체 죽을라한다던데 설지 통째로 한국에 옮긴다고도 한다더만 삼성은 탈일본 확실히하는거같고 액체도 국산화나 다른루트 찾아야함,1
비메모리만 투자하지 마시구요.. 쓸데없는데 세금팡팡 쓸돈 모아서 빅데이터에 투자좀 하시죠 ;; 이답답하고 무식한 할아버지,0
"한국은 빅데이터를 정부부터 외면하는데 기업이 만들어 지나...원하는 지표로 통계 만들고, 원하는 정보만 노출시키는데 빅데이터기업이 있으면 뭐하나",1
정부야! 정신좀 차리자!!규제만 외치는 우물안 개구리들~,1
악성 노조가 판을치는 나라에 문제점 있지만 그래도 기업을 성토하면 안된다,1
역시 검찰이다. 응원합니다^^,1
"삼성떠나면 이런판결하는 검사, 판사는 능지처참으로 다스려야 한다... 삥씨 ㄴ들",0
나라꼴이 큰일이다.,1
대체 연예인부모들은 다들 왜 저런지.자식장사해서 잘먹고 잘살면됐지. 얼마나 더벌고 싶어서 저러는지.,1
그 애미에 그 아들,0
문세윤 빼고는 역대최악의 캐스팅~~~ 벌써부터 개노잼...조만간 연기집중한다 떠나고 음악한다 떠나고 다 나가긋네오히려 그게 더 낫다.......딘딘 찡찡 ㅈㄴ 보기싫고,0
딘딘은 좀 별로 인듯 예능나올때마다 별 재밌는지 몰겠,1
강호동 이수근만 나와도 일단 그 시절 시청률 반은 먹고 들어갈듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
발치몽 김c 쌉극혐,0
정말 이제껏 보지 못한 개노잼 될듯,0
시즌1 멤버로 갑시다~~ 다시봐도봐도 잼 있는데.ㅠ,1
캐스팅 별로다 ㅠㅠ재미없겠다.,1
고마해라 지겹다,1
우.와. 진.짜. 재.미.없.겠.다....,1
아이오아이 부터~ 처음부터 싹 다 조작이라고 본다~ 그러니 기획사들이 몇백씩주고 접대하고 조작해주고 그랬겠지~ 한두번으로 그러겠어~,1
1위라는거 개구라 언플임. 터미네이터가 계속 1위인데 여기레기들 또 날조선동질 하고있는거임,0
녹취를 누가했을까? 이장석은 녹음기가 없을거고 장정석이 했나? 아니면 교도관이 녹취한걸 유포?,1
이장석 라인 없애도 ㅈ.ㄹ 안없애도 ㅈ.ㄹㅋㅋ 니들은 그냥 욕을 하고싶은거지? 기레기랑 똑같은 개티즌들,0
기레기들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 요즘 보면 답도 없는듯 벨도 없고 줏대도 없는 쓰레기들,0
띠용 우리가 타팀 기사에 뭐라고 달고 다녔는디요,1
"카페의 만남 ㅅㅐ 끼야) 다른팀 팬이 분탕질하면 싹다 묶어서 어디어디 팀 팬들은 다 분탕러다, 당해도 싸다 ㅇ ㅈ.ㄹ 떨다가, 즈그팀 팬 한놈이 저러면 니네팀 팬코라고 지껄일거지?ㅋㅋㅋ 어디서 되도않는 사족을떨고있어",0
연습생들이랑 트레이너들은 무슨 죄냐 ㄷㄷ,1
우리 위조원 들이 지켸줄게!!! 걱정마,1
조작안했어도 뽑혔을 애들만 불쌍한거지... 어휴 괜히 뽑혀서 조작돌 소리나 듣고ㅠㅠㅠ,1
해체 ㄱ ㄱ,1
다른남자 같아서 설렜다는 말이 은근 웃기네요 ㅎㅎ저도 남편이 다른남자 같아보였으면...,1
난 성매매합법화찬성한다. 나라에서 관리해서 건강하고 깨끗하게 질병도 관리하며 양지에서 관리해야 변태업소들도 줄고 성범죄도 줄일 수 있다.,1
암컷들이 돈 쉽게 벌려고 야동찍고 노래방이다 오피다 성매매까지 하면서 이런건 얘기도 듣기 싫냐?,0
있는 집 여자들은 피부과 버프가 있어서 애를 낳던 나이를 먹던 점점 어려보이고 예뻐짐.유전유미 무전무미 랄까..,1
개소리하네,0
참 둘이 사이좋게 잘 사는것 같음 보기 좋아요~^^,1
아니 그래서 여자가 남자가 좋아서 덮쳐가지고 애가 생겼단 말이잖아. 에라이 여자가 조신하지 못하게... 여자가 저러면 안 되지.,1
꼴페미 영혼 보내기의 위력..ㄷㄷ,0
한번만 사귀어 주세요? 오피스텔 안마방에 있는 여자들은 한국여자들 아니고 뭐지 돈 궁하면 몸팔면서 한번만 사귀어주세요?,0
응~ 꼴페미들 돈 무서운줄 알았으면 꿇어~,0
카카오 = 다음 = 좌음 = 좌빨 = 민주당 = 노답,0
이게 왜 속보? 좌카오 극혐 ㅗ,0
"맘충,페미,전라도들또 무식한 개소리하는거 봐라이래서 달창들 수준은 ㅋ ㅋ ㅋ역대 정권중 경기,경제,외교 최악인거 같음",0
